steering_angle,speed
0.0027,2.7778
0.0023,2.7778
0.0019,2.7778
0.0015,2.7778
0.0011,2.7778
0.0008,2.7778
0.0005,2.7778
0.0004,2.7778
0.0003,2.7778
0.0004,2.7778
0.0006,2.7778
0.0007,2.7778
0.0007,2.7778
0.0007,2.7778
0.0005,2.7778
0.0003,2.7778
0.0001,2.7778
-0.0001,2.7778
-0.0004,2.7778
-0.0005,2.7778
-0.0005,2.7778
-0.0004,2.7778
-0.0001,2.7778
0.0003,2.7778
0.0008,2.7778
0.0011,2.7778
0.001,2.7778
0.0008,2.7778
0.0007,2.7778
0.0007,2.7778
0.001,2.7778
0.0014,2.7778
0.0019,2.7778
0.0024,2.7778
0.0025,2.7778
0.0024,2.7778
0.0024,2.7778
0.0021,2.7778
0.0018,2.7778
0.0014,2.7778
0.0012,2.7778
0.001,2.7778
0.0007,2.7778
0.0006,2.7778
0.0006,2.7778
0.0005,2.7778
0.0003,2.7778
0.0,2.7778
-0.0004,2.7778
-0.0009,2.7778
-0.0017,2.7778
-0.0025,2.7778
-0.0031,2.7778
-0.0037,2.7778
-0.0044,2.7778
-0.005,2.7778
-0.0058,2.7778
-0.007,2.7778
-0.0086,2.7778
-0.0104,2.7778
-0.0122,2.7778
-0.014,2.7778
-0.0159,2.7778
-0.0176,2.7778
-0.0194,2.7778
-0.0214,2.7778
-0.0235,2.7778
-0.0257,2.7778
-0.0279,2.7778
-0.0303,2.7778
-0.0327,2.7778
-0.0352,2.7778
-0.0379,2.7778
-0.0409,2.7778
-0.044,2.7778
-0.0469,2.7778
-0.0497,2.7778
-0.0526,2.7778
-0.0559,2.7778
-0.0596,2.7778
-0.0639,2.7778
-0.0687,2.7778
-0.0737,2.7778
-0.0789,2.7778
-0.0844,2.7778
-0.0897,2.7778
-0.0947,2.7778
-0.0995,2.7778
-0.1041,2.7778
-0.1091,2.7778
-0.1143,2.7778
-0.1188,2.7778
-0.1225,2.7778
-0.1265,2.7778
-0.1305,2.7778
-0.134,2.7778
-0.1375,2.7778
-0.1409,2.7778
-0.1443,2.7778
-0.1477,2.7778
-0.1512,2.7778
-0.1549,2.7778
-0.1588,2.7778
-0.1633,2.7778
-0.1683,2.7778
-0.1737,2.7778
-0.1793,2.7778
-0.1852,2.7778
-0.1912,2.7778
-0.1971,2.7778
-0.2025,2.7778
-0.2065,2.7778
-0.2093,2.7778
-0.2124,2.7778
-0.2156,2.7778
-0.2182,2.7778
-0.2208,2.7778
-0.2241,2.7778
-0.2241,2.7778
-0.2318,2.7778
-0.2353,2.7778
-0.2387,2.7778
-0.2417,2.7778
-0.2446,2.7778
-0.2472,2.7778
-0.2497,2.7778
-0.2518,2.7778
-0.254,2.7778
-0.2568,2.7778
-0.2614,2.7778
-0.2676,2.7778
-0.2738,2.7778
-0.2793,2.7778
-0.2846,2.7778
-0.2889,2.7778
-0.2913,2.7778
-0.293,2.7778
-0.2953,2.7778
-0.2983,2.7778
-0.3014,2.7778
-0.3043,2.7778
-0.3068,2.7778
-0.3089,2.7778
-0.3109,2.7778
-0.3127,2.7778
-0.3142,2.7778
-0.3153,2.7778
-0.3159,2.7778
-0.3158,2.7778
-0.3151,2.7778
-0.3138,2.7778
-0.3113,2.7778
-0.3079,2.7778
-0.3051,2.7778
-0.3031,2.7778
-0.302,2.7778
-0.3021,2.7778
-0.3029,2.7778
-0.3038,2.7778
-0.3044,2.7778
-0.3045,2.7778
-0.3039,2.7778
-0.3022,2.7778
-0.2995,2.7778
-0.2959,2.7778
-0.2918,2.7778
-0.2877,2.7778
-0.2837,2.7778
-0.2795,2.7778
-0.2743,2.7778
-0.2673,2.7778
-0.2592,2.7778
-0.2515,2.7778
-0.2461,2.7778
-0.2428,2.7778
-0.2404,2.7778
-0.2384,2.7778
-0.2369,2.7778
-0.2351,2.7778
-0.2324,2.7778
-0.2286,2.7778
-0.2245,2.7778
-0.2202,2.7778
-0.2156,2.7778
-0.211,2.7778
-0.2064,2.7778
-0.2023,2.7778
-0.2023,2.7778
-0.1983,2.7778
-0.1929,2.7778
-0.1842,2.7778
-0.172,2.7778
-0.1583,2.7778
-0.1449,2.7778
-0.133,2.7778
-0.1238,2.7778
-0.1176,2.7778
-0.1134,2.7778
-0.1105,2.7778
-0.1079,2.7778
-0.1052,2.7778
-0.1022,2.7778
-0.0985,2.7778
-0.0944,2.7778
-0.0897,2.7778
-0.0844,2.7778
-0.0784,2.7778
-0.0723,2.7778
-0.0663,2.7778
-0.0603,2.7778
-0.054,2.7778
-0.0468,2.7778
-0.0387,2.7778
-0.03,2.7778
-0.0211,2.7778
-0.0122,2.7778
-0.004,2.7778
0.0029,2.7778
0.0079,2.7778
0.0107,2.7778
0.0118,2.7778
0.0123,2.7778
0.0129,2.7778
0.0143,2.7778
0.0167,2.7778
0.0201,2.7778
0.0238,2.7778
0.0276,2.7778
0.0315,2.7778
0.0357,2.7778
0.0403,2.7778
0.0454,2.7778
0.0511,2.7778
0.0573,2.7778
0.0632,2.7778
0.0689,2.7778
0.0743,2.7778
0.0791,2.7778
0.0826,2.7778
0.0851,2.7778
0.0869,2.7778
0.0882,2.7778
0.0891,2.7778
0.0902,2.7778
0.0915,2.7778
0.0929,2.7778
0.0941,2.7778
0.0954,2.7778
0.0967,2.7778
0.0979,2.7778
0.0989,2.7778
0.0996,2.7778
0.1001,2.7778
