Timestamp,d_laser_x,d_laser_z,laser_x,laser_z,X,Y,Z,Yaw,Roll,Pitch,X_aligned,Z_aligned,Error,High_Error_Flag
1740983066.845,3.272,2.155,0.979,-0.39,-1.415,-1.215,-4.0662,31.332,0.0028,90.5688,0.8465599093567238,-0.35981126150411713,0.0471122720931369,0
1740983066.925,3.233,2.134,1.018,-0.37,-1.4205,-1.2145,-4.0563,31.1901,-0.0689,90.5505,0.8578752514805097,-0.3602835248000922,0.05543160422669017,0
1740983067.004,3.205,2.134,1.046,-0.369,-1.4221,-1.2147,-4.053,31.2627,-0.1547,90.5589,0.8615253084714642,-0.36064001317674954,0.05535997949820736,0
1740983067.084,3.199,2.134,1.052,-0.37,-1.4224,-1.2152,-4.0532,31.2209,-0.0582,90.4944,0.86151118129786,-0.3602797349190574,0.05571644935111161,0
1740983067.164,3.199,2.135,1.052,-0.371,-1.4221,-1.2153,-4.0534,31.2044,-0.0812,90.5003,0.8611840502806087,-0.3604313439476492,0.05559832019807629,0
1740983067.243,3.198,2.132,1.053,-0.368,-1.4223,-1.2153,-4.0531,31.2313,-0.0007,90.4694,0.8615443285383,-0.3604172167740467,0.055575185923273485,0
1740983067.323,3.195,2.132,1.055,-0.368,-1.4236,-1.215,-4.0502,30.8668,-0.0048,90.4791,0.8646966254165744,-0.36082097956474524,0.05466905464364257,0
1740983067.402,3.197,2.133,1.053,-0.369,-1.4245,-1.2152,-4.0455,29.6133,0.0162,90.4661,0.8691759149246026,-0.36250501207725216,0.05257089702033361,0
1740983067.482,3.197,2.133,1.056,-0.367,-1.4259,-1.2149,-4.0384,27.4795,0.0909,90.4004,0.8759635901141376,-0.36501448722579344,0.0501424125256579,0
1740983067.562,3.194,2.133,1.07,-0.36,-1.4273,-1.2154,-4.0291,24.6491,0.0335,90.412,0.8846281853533808,-0.36867164313438794,0.04632984886656703,0
1740983068.119,3.18,2.231,1.084,-0.458,-1.4617,-1.2167,-3.9298,24.7174,-0.0502,90.4399,0.9872910849358094,-0.3911255748450291,0.008367138587627693,0
1740983068.199,3.125,2.2,1.132,-0.431,-1.4682,-1.2169,-3.9178,26.0593,-0.1508,90.5384,1.0009197056343346,-0.39184020611664305,0.021996814625022704,0
1740983068.279,3.125,2.2,1.133,-0.43,-1.4739,-1.2173,-3.9055,25.8472,-0.1478,90.5311,1.0143869315178051,-0.39339385569179397,0.018657764738919513,0
1740983068.358,3.086,2.178,1.173,-0.408,-1.4803,-1.2177,-3.8923,25.6585,-0.1064,90.5577,1.028987159481623,-0.39481980919842385,0.021790540950184647,0
1740983068.438,3.066,2.177,1.194,-0.406,-1.4863,-1.2173,-3.8776,25.455,-0.2141,90.5716,1.044658436432052,-0.3973695305050362,0.01605290421575979,0
1740983068.518,3.052,2.179,1.209,-0.407,-1.4936,-1.2169,-3.8619,25.0876,-0.1108,90.5725,1.061861033854191,-0.3993318357641198,0.012013807529268167,0
1740983068.597,3.024,2.184,1.238,-0.412,-1.5007,-1.2176,-3.8456,24.9544,-0.1364,90.5019,1.0794711839480637,-0.40177777396228187,0.014684743192160269,0
1740983068.677,3.024,2.184,1.239,-0.411,-1.5076,-1.2182,-3.8298,24.7622,-0.0874,90.4277,1.0965504266888177,-0.40413350471949583,0.009920354893389025,0
1740983068.756,3.006,2.191,1.254,-0.42,-1.5156,-1.218,-3.8138,25.2647,-0.0061,90.5421,1.1143741389050206,-0.4056551100664074,0.0055867049951100044,0
1740983068.836,2.988,2.192,1.265,-0.426,-1.524,-1.2184,-3.7999,27.265,-0.1229,90.5474,1.1306149148483287,-0.4057399437696847,0.0054393613984969535,0
1740983068.916,2.964,2.195,1.288,-0.43,-1.5317,-1.2185,-3.7865,27.928,-0.0655,90.6538,1.1460639469021445,-0.4061611427705838,0.005935000990403332,0
